"date","close","volume","open","high","low"
"2017/01/11","119.7500","27453130.0000","118.7400","119.9300","118.6000"
"2017/01/10","119.1100","24432660.0000","118.7700","119.3800","118.3000"
"2017/01/09","118.9900","33420290.0000","117.9500","119.4300","117.9400"
"2017/01/06","117.9100","31714820.0000","116.7800","118.1600","116.4700"
"2017/01/05","116.6100","22115100.0000","115.9200","116.8642","115.8100"
"2017/01/04","116.0200","21081620.0000","115.8500","116.5100","115.7500"
"2017/01/03","116.1500","28769220.0000","115.8000","116.3300","114.7600"
"2016/12/30","115.8200","30555900.0000","116.6500","117.2000","115.4300"
"2016/12/29","116.7300","14979680.0000","116.4500","117.1095","116.4000"
"2016/12/28","116.7600","20686510.0000","117.5200","118.0166","116.2000"
"2016/12/27","117.2600","18131970.0000","116.5200","117.8000","116.4900"
"2016/12/23","116.5200","14244050.0000","115.5900","116.5200","115.5900"
"2016/12/22","116.2900","26043820.0000","116.3500","116.5100","115.6400"
"2016/12/21","117.0600","23724430.0000","116.8000","117.4000","116.7800"
"2016/12/20","116.9500","21337310.0000","116.7400","117.5000","116.6800"
"2016/12/19","116.6400","27756760.0000","115.8000","117.3800","115.7500"
"2016/12/16","115.9700","44284660.0000","116.4700","116.5000","115.6450"
"2016/12/15","115.8200","46286150.0000","115.3800","116.7300","115.2300"
"2016/12/14","115.1900","33962370.0000","115.0400","116.2000","114.9800"
"2016/12/13","115.1900","43293350.0000","113.8400","115.9200","113.7500"
"2016/12/12","113.3000","26176690.0000","113.2900","115.0000","112.4900"
"2016/12/09","113.9500","34324350.0000","112.3100","114.7000","112.3100"
"2016/12/08","112.1200","27049830.0000","110.8600","112.4300","110.6000"
"2016/12/07","111.0300","29976030.0000","109.2600","111.1900","109.1600"
"2016/12/06","109.9500","26160560.0000","109.5000","110.3600","109.1900"
"2016/12/05","109.1100","34113880.0000","110.0000","110.0300","108.2500"
"2016/12/02","109.9000","26481320.0000","109.1700","110.0900","108.8500"
"2016/12/01","109.4900","37034520.0000","110.3650","110.9400","109.0300"
"2016/11/30","110.5200","36151450.0000","111.6000","112.2000","110.2700"
"2016/11/29","111.4600","28507780.0000","110.7800","112.0300","110.0700"
"2016/11/28","111.5700","27054320.0000","111.4300","112.4650","111.3900"
"2016/11/25","111.7900","11475920.0000","111.1300","111.8700","110.9500"
"2016/11/23","111.2300","27420550.0000","111.3600","111.5100","110.3300"
"2016/11/22","111.8000","25931710.0000","111.9500","112.4200","111.4000"
"2016/11/21","111.7300","29164190.0000","110.1200","111.9900","110.0100"
"2016/11/18","110.0600","28310840.0000","109.7200","110.5400","109.6600"
"2016/11/17","109.9500","27623150.0000","109.8100","110.3500","108.8300"
"2016/11/16","109.9900","58724080.0000","106.7000","110.2300","106.6000"
"2016/11/15","107.1100","32230590.0000","106.5700","107.6800","106.1593"
"2016/11/14","105.7100","50901380.0000","107.7100","107.8090","104.0800"
"2016/11/11","108.4300","34117030.0000","107.1200","108.8700","106.5500"
"2016/11/10","107.7900","57097740.0000","111.0900","111.0900","105.8300"
"2016/11/09","110.8800","59118740.0000","109.8800","111.3200","108.0500"
"2016/11/08","111.0600","24129630.0000","110.3100","111.7200","109.7000"
"2016/11/07","110.4100","32361930.0000","110.0800","110.5100","109.4600"
"2016/11/04","108.8400","30790930.0000","108.5300","110.2500","108.1100"
"2016/11/03","109.8300","26538700.0000","110.9800","111.4600","109.5500"
"2016/11/02","111.5900","28174980.0000","111.4000","112.3500","111.2300"
"2016/11/01","111.4900","43403760.0000","113.4600","113.7700","110.5300"
"2016/10/31","113.5400","26378910.0000","113.6500","114.2300","113.2000"
"2016/10/28","113.7200","36792100.0000","113.8700","115.2100","113.4500"
"2016/10/27","114.4800","31396130.0000","115.3900","115.8600","114.1000"
"2016/10/26","115.5900","66028640.0000","114.3100","115.7000","113.3100"
"2016/10/25","118.2500","46820600.0000","117.9500","118.3600","117.3100"
"2016/10/24","117.6500","23492650.0000","117.1000","117.7400","117.0000"
"2016/10/21","116.6000","22527690.0000","116.8100","116.9100","116.2800"
"2016/10/20","117.0600","24100150.0000","116.8600","117.3800","116.3300"
"2016/10/19","117.1200","19977160.0000","117.2500","117.7600","113.8000"
"2016/10/18","117.4700","24308210.0000","118.1800","118.2100","117.4500"
"2016/10/17","117.5500","23583810.0000","117.3300","117.8400","116.7800"
"2016/10/14","117.6300","35626020.0000","117.8800","118.1700","117.1300"
"2016/10/13","116.9800","35041820.0000","116.7900","117.4400","115.7200"
"2016/10/12","117.3400","37512930.0000","117.3500","117.9800","116.7500"
"2016/10/11","116.3000","63963010.0000","117.7000","118.6900","116.2000"
"2016/10/10","116.0500","36087910.0000","115.0200","116.7500","114.7200"
"2016/10/07","114.0600","24336440.0000","114.3100","114.5600","113.5100"
"2016/10/06","113.8900","28508710.0000","113.7000","114.3400","113.1300"
"2016/10/05","113.0500","21400410.0000","113.4000","113.6600","112.6900"
"2016/10/04","113.0000","29707270.0000","113.0600","114.3100","112.6300"
"2016/10/03","112.5200","21634520.0000","112.7100","113.0500","112.2800"
"2016/09/30","113.0500","36340670.0000","112.4600","113.3700","111.8000"
"2016/09/29","112.1800","35850010.0000","113.1600","113.8000","111.8000"
"2016/09/28","113.9500","29608390.0000","113.6900","114.6400","113.4300"
"2016/09/27","113.0900","24587490.0000","113.0000","113.1800","112.3400"
"2016/09/26","112.8800","29800240.0000","111.6400","113.3900","111.5500"
"2016/09/23","112.7100","52411070.0000","114.4200","114.7900","111.5500"
"2016/09/22","114.6200","31048170.0000","114.3500","114.9400","114.0000"
"2016/09/21","113.5500","35951900.0000","113.8500","113.9890","112.4410"
"2016/09/20","113.5700","34494150.0000","113.0500","114.1200","112.5100"
"2016/09/19","113.5800","46937190.0000","115.1900","116.1800","113.2500"
"2016/09/16","114.9200","79763890.0000","115.1200","116.1300","114.0400"
"2016/09/15","115.5700","90398170.0000","113.8600","115.7300","113.4900"
"2016/09/14","111.7700","111186900.0000","108.7300","113.0300","108.6000"
"2016/09/13","107.9500","62080160.0000","107.5100","108.7900","107.2400"
"2016/09/12","105.4400","45114590.0000","102.6500","105.7200","102.5300"
"2016/09/09","103.1300","46461610.0000","104.6400","105.7200","103.1300"
"2016/09/08","105.5200","52955310.0000","107.2500","107.2700","105.2400"
"2016/09/07","108.3600","42250480.0000","107.8300","108.7600","107.0700"
"2016/09/06","107.7000","26645130.0000","107.9000","108.3000","107.5100"
"2016/09/02","107.7300","26393770.0000","107.7000","108.0000","106.8200"
"2016/09/01","106.7300","26675250.0000","106.1400","106.8000","105.6200"
"2016/08/31","106.1000","31639010.0000","105.6600","106.5699","105.6400"
"2016/08/30","106.0000","24817940.0000","105.8000","106.5000","105.5000"
"2016/08/29","106.8200","24900130.0000","106.6200","107.4400","106.2900"
"2016/08/26","106.9400","27744300.0000","107.4100","107.9500","106.3100"
"2016/08/25","107.5700","25001730.0000","107.3900","107.8800","106.6800"
"2016/08/24","108.0300","23606240.0000","108.5650","108.7500","107.6800"
"2016/08/23","108.8500","21236850.0000","108.5900","109.3200","108.5300"
"2016/08/22","108.5100","25784420.0000","108.8600","109.1000","107.8500"
"2016/08/19","109.3600","25108890.0000","108.7700","109.6900","108.3600"
"2016/08/18","109.0800","21918340.0000","109.2300","109.6000","109.0200"
"2016/08/17","109.2200","25328680.0000","109.1000","109.3700","108.3400"
"2016/08/16","109.3800","33754680.0000","109.6300","110.2300","109.2100"
"2016/08/15","109.4800","25704330.0000","108.1400","109.5400","108.0800"
"2016/08/12","108.1800","18648700.0000","107.7800","108.4400","107.7800"
"2016/08/11","107.9300","27460070.0000","108.5200","108.9300","107.8500"
"2016/08/10","108.0000","23839880.0000","108.7100","108.9000","107.7600"
"2016/08/09","108.8100","26296260.0000","108.2300","108.9400","108.0100"
"2016/08/08","108.3700","28010430.0000","107.5200","108.3700","107.1600"
"2016/08/05","107.4800","39546610.0000","106.2700","107.6500","106.1800"
"2016/08/04","105.8700","26781730.0000","105.5800","106.0000","105.2800"
"2016/08/03","105.7900","30148360.0000","104.8100","105.8400","104.7700"
"2016/08/02","104.4800","33770220.0000","106.0500","106.0700","104.0000"
"2016/08/01","106.0500","38018910.0000","104.4100","106.1500","104.4100"
"2016/07/29","104.2100","27697970.0000","104.1900","104.5500","103.6800"
"2016/07/28","104.3400","38771840.0000","102.8300","104.4500","102.8200"
"2016/07/27","102.9500","92143920.0000","104.2650","104.3500","102.7500"
